AF_VIO_factor01,AF_VIO_factor02,AF_VIO_factor03,AF_VIO_factor04,consecutive
000592.SZ,2020,未及时披露公司重大事项,公司股东,0
000592.SZ,2021,未依法履行其他职责,公司股东,1
000601.SZ,2018,未及时披露公司重大事项,公司本身,0
000603.SZ,2018,未依法履行其他职责,公司股东,0
000603.SZ,2018,信息披露虚假或严重误导性陈述,公司股东,0
000605.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000605.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000606.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000606.SZ,2020,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,1
000608.SZ,2019,未依法履行其他职责,公司本身,0
000609.SZ,2021,未及时披露公司重大事项,公司本身,0
000609.SZ,2021,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,0
000613.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000615.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000615.SZ,2020,未及时披露公司重大事项,公司本身,0
000616.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000616.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000620.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000622.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000622.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000625.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000626.SZ,2018,业绩预测结果不准确或不及时,公司本身,0
000626.SZ,2019,未依法履行其他职责,公司其它关联方,1
000629.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000632.SZ,2018,未及时披露公司重大事项,公司本身,0
000635.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000635.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
000635.SZ,2018,未及时披露公司重大事项,公司本身,0
000636.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000636.SZ,2018,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
000636.SZ,2019,"信息披露虚假或严重误导性陈述,未依法履行其他职责,未及时披露公司重大事项",公司本身,1
000638.SZ,2018,未依法履行其他职责,公司本身,0
000638.SZ,2020,未依法履行其他职责,公司股东,0
000638.SZ,2021,未及时披露公司重大事项,公司本身,1
000652.SZ,2019,未及时披露公司重大事项,公司本身,0
000655.SZ,2019,未及时披露公司重大事项,公司本身,0
000659.SZ,2018,未及时披露公司重大事项,公司股东,0
000659.SZ,2019,未及时披露公司重大事项,公司股东,1
000659.SZ,2019,未及时披露公司重大事项,公司本身,0
000659.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000659.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000662.SZ,2019,未及时披露公司重大事项,公司本身,0
000662.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000662.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000662.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000662.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000662.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
000662.SZ,2020,未及时披露公司重大事项,公司本身,0
000662.SZ,2020,未及时披露公司重大事项,公司本身,0
000662.SZ,2020,未及时披露公司重大事项,公司股东,0
000662.SZ,2020,未及时披露公司重大事项,公司股东,0
000662.SZ,2020,未及时披露公司重大事项,公司股东,0
000662.SZ,2020,未及时披露公司重大事项,公司本身,0
000662.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000663.SZ,2018,业绩预测结果不准确或不及时,公司本身,0
000663.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,1
000663.SZ,2019,"未按时披露定期报告,未依法履行其他职责",公司本身,0
000663.SZ,2020,未依法履行其他职责,公司本身,1
000663.SZ,2020,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
000663.SZ,2021,未依法履行其他职责,公司本身,1
000666.SZ,2021,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000668.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000669.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000669.SZ,2018,未依法履行其他职责,公司本身,0
000669.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000669.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000670.SZ,2019,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
000670.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
000670.SZ,2020,未依法履行其他职责,公司本身,0
000670.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000670.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,1
000671.SZ,2020,未及时披露公司重大事项,公司本身,0
000672.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000672.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000672.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000672.SZ,2018,未及时披露公司重大事项,公司本身,0
000672.SZ,2018,未依法履行其他职责,公司本身,0
000673.SZ,2019,未及时披露公司重大事项,公司股东,0
000673.SZ,2019,未依法履行其他职责,公司股东,0
000673.SZ,2019,未依法履行其他职责,公司股东,0
000673.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000673.SZ,2019,未及时披露公司重大事项,公司股东,0
000673.SZ,2019,未及时披露公司重大事项,公司股东,0
000673.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
000673.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
000676.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000677.SZ,2018,未及时披露公司重大事项,公司本身,0
000679.SZ,2018,未及时披露公司重大事项,公司本身,0
000679.SZ,2020,未及时披露公司重大事项,公司本身,0
000679.SZ,2020,未及时披露公司重大事项,公司股东,0
000679.SZ,2020,未及时披露公司重大事项,公司股东,0
000681.SZ,2018,未及时披露公司重大事项,公司股东,0
000681.SZ,2018,未及时披露公司重大事项,公司股东,0
000681.SZ,2018,未及时披露公司重大事项,公司股东,0
000681.SZ,2019,未依法履行其他职责,公司控股参股公司,1
000682.SZ,2018,未及时披露公司重大事项,公司其它关联方,0
000682.SZ,2018,未及时披露公司重大事项,公司股东,0
000686.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000686.SZ,2021,未及时披露公司重大事项,公司本身,0
000687.SZ,2020,未及时披露公司重大事项,公司本身,0
000687.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000687.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000687.SZ,2020,未及时披露公司重大事项,公司股东,0
000687.SZ,2020,未及时披露公司重大事项,公司本身,0
000687.SZ,2020,未及时披露公司重大事项,公司本身,0
000687.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
000688.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000688.SZ,2019,未及时披露公司重大事项,公司本身,1
000688.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000688.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000688.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000688.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000688.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000688.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000690.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000692.SZ,2018,"信息披露虚假或严重误导性陈述,业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
000692.SZ,2019,未依法履行其他职责,公司本身,1
000692.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司本身,2
000693.SZ,2018,未依法履行其他职责,公司其它关联方,0
000693.SZ,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司其它关联方,0
000693.SZ,2018,未按时披露定期报告,公司本身,0
000693.SZ,2018,未及时披露公司重大事项,公司本身,0
000693.SZ,2018,未按时披露定期报告,公司本身,0
000693.SZ,2018,未及时披露公司重大事项,公司本身,0
000693.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000693.SZ,2019,未按时披露定期报告,公司本身,1
000693.SZ,2019,未按时披露定期报告,公司本身,0
000693.SZ,2019,未及时披露公司重大事项,公司本身,0
000693.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000693.SZ,2019,未按时披露定期报告,公司本身,0
000693.SZ,2020,未按时披露定期报告,公司本身,1
000693.SZ,2020,未按时披露定期报告,公司本身,0
000695.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000695.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
000698.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
000700.SZ,2020,未及时披露公司重大事项,公司本身,0
000700.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000709.SZ,2021,未及时披露公司重大事项,公司本身,0
000710.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
000711.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000711.SZ,2020,未依法履行其他职责,公司本身,0
000711.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,1
000711.SZ,2021,未依法履行其他职责,公司股东,0
000711.SZ,2021,未依法履行其他职责,公司其它关联方,0
000711.SZ,2021,未依法履行其他职责,公司股东,0
000712.SZ,2020,未依法履行其他职责,公司控股参股公司,0
000712.SZ,2020,未依法履行其他职责,公司控股参股公司,0
000712.SZ,2021,未依法履行其他职责,公司本身,1
000716.SZ,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000716.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000716.SZ,2021,未依法履行其他职责,公司股东,0
000716.SZ,2021,未依法履行其他职责,公司其它关联方,0
000716.SZ,2021,未依法履行其他职责,公司本身,0
000717.SZ,2018,未依法履行其他职责,公司股东,0
000717.SZ,2018,未依法履行其他职责,公司本身,0
000717.SZ,2021,未及时披露公司重大事项,公司本身,0
000723.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000728.SZ,2018,未依法履行其他职责,公司其它关联方,0
000728.SZ,2020,未依法履行其他职责,公司本身,0
000731.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000731.SZ,2018,未及时披露公司重大事项,公司本身,0
000731.SZ,2018,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
000732.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000732.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000732.SZ,2020,"信息披露虚假或严重误导性陈述,业绩预测结果不准确或不及时",公司本身,0
000732.SZ,2021,未及时披露公司重大事项,公司本身,1
000732.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000735.SZ,2018,未依法履行其他职责,公司本身,0
000735.SZ,2018,未及时披露公司重大事项,公司本身,0
000736.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000737.SZ,2018,未及时披露公司重大事项,公司本身,0
000737.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000737.SZ,2019,未及时披露公司重大事项,公司本身,0
000750.SZ,2019,未依法履行其他职责,公司本身,0
000750.SZ,2021,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000752.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000752.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000752.SZ,2019,未及时披露公司重大事项,公司本身,1
000752.SZ,2019,未及时披露公司重大事项,公司本身,0
000752.SZ,2019,未依法履行其他职责,公司本身,0
000752.SZ,2019,未依法履行其他职责,公司本身,0
000752.SZ,2019,未依法履行其他职责,公司股东,0
000752.SZ,2019,未依法履行其他职责,公司本身,0
000752.SZ,2021,未及时披露公司重大事项,公司股东,0
000755.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
