AF_CMP_factor01,AF_CMP_factor02,AF_CMP_factor03,AF_CMP_factor04,AF_CMP_factor05,AF_CMP_factor06,consecutive
301077.SZ,星华反光,杭州星华反光材料股份有限公司,2021-09-30 00:00:00,,材料,0
301078.SZ,孩子王,孩子王儿童用品股份有限公司,2021-10-14 00:00:00,,日常消费,0
301079.SZ,邵阳液压,邵阳维克液压股份有限公司,2021-10-19 00:00:00,,工业,0
301080.SZ,百普赛斯,北京百普赛斯生物科技股份有限公司,2021-10-18 00:00:00,,医疗保健,0
301081.SZ,严牌股份,浙江严牌过滤技术股份有限公司,2021-10-20 00:00:00,,工业,0
301082.SZ,久盛电气,久盛电气股份有限公司,2021-10-27 00:00:00,,工业,0
301083.SZ,百胜智能,江西百胜智能科技股份有限公司,2021-10-21 00:00:00,,信息技术,0
301085.SZ,亚康股份,北京亚康万玮信息技术股份有限公司,2021-10-18 00:00:00,,信息技术,0
301086.SZ,鸿富瀚,深圳市鸿富瀚科技股份有限公司,2021-10-20 00:00:00,,信息技术,0
301087.SZ,可孚医疗,可孚医疗科技股份有限公司,2021-10-25 00:00:00,,医疗保健,0
301088.SZ,戎美股份,日禾戎美股份有限公司,2021-10-28 00:00:00,,可选消费,0
301089.SZ,拓新药业,新乡拓新药业股份有限公司,2021-10-27 00:00:00,,医疗保健,0
301090.SZ,华润材料,华润化学材料科技股份有限公司,2021-10-26 00:00:00,,材料,0
301091.SZ,深城交,深圳市城市交通规划设计研究中心股份有限公司,2021-10-29 00:00:00,,工业,0
301092.SZ,争光股份,浙江争光实业股份有限公司,2021-11-02 00:00:00,,材料,0
301093.SZ,华兰股份,江苏华兰药用新材料股份有限公司,2021-11-01 00:00:00,,医疗保健,0
301096.SZ,百诚医药,杭州百诚医药科技股份有限公司,2021-12-20 00:00:00,,医疗保健,0
301098.SZ,金埔园林,金埔园林股份有限公司,2021-11-12 00:00:00,,工业,0
301099.SZ,雅创电子,上海雅创电子集团股份有限公司,2021-11-22 00:00:00,,信息技术,0
301100.SZ,风光股份,营口风光新材料股份有限公司,2021-12-17 00:00:00,,材料,0
301101.SZ,明月镜片,明月镜片股份有限公司,2021-12-16 00:00:00,,可选消费,0
301108.SZ,洁雅股份,铜陵洁雅生物科技股份有限公司,2021-12-03 00:00:00,,日常消费,0
301111.SZ,粤万年青,广东万年青制药股份有限公司,2021-12-07 00:00:00,,医疗保健,0
301113.SZ,雅艺科技,浙江雅艺金属科技股份有限公司,2021-12-22 00:00:00,,可选消费,0
301118.SZ,恒光股份,湖南恒光科技股份有限公司,2021-11-18 00:00:00,,材料,0
301119.SZ,正强股份,杭州正强传动股份有限公司,2021-11-22 00:00:00,,可选消费,0
301126.SZ,达嘉维康,湖南达嘉维康医药产业股份有限公司,2021-12-07 00:00:00,,医疗保健,0
301127.SZ,天源环保,武汉天源环保股份有限公司,2021-12-30 00:00:00,,工业,0
301128.SZ,强瑞技术,深圳市强瑞精密技术股份有限公司,2021-11-10 00:00:00,,工业,0
301129.SZ,瑞纳智能,瑞纳智能设备股份有限公司,2021-11-02 00:00:00,,工业,0
301133.SZ,金钟股份,广州市金钟汽车零件股份有限公司,2021-11-26 00:00:00,,可选消费,0
301138.SZ,华研精机,广州华研精密机械股份有限公司,2021-12-15 00:00:00,,工业,0
301149.SZ,隆华新材,山东隆华新材料股份有限公司,2021-11-10 00:00:00,,材料,0
301155.SZ,海力风电,江苏海力风电设备科技股份有限公司,2021-11-24 00:00:00,,工业,0
301166.SZ,优宁维,上海优宁维生物科技股份有限公司,2021-12-28 00:00:00,,医疗保健,0
301167.SZ,建研设计,安徽省建筑设计研究总院股份有限公司,2021-12-06 00:00:00,,工业,0
301168.SZ,通灵股份,江苏通灵电器股份有限公司,2021-12-10 00:00:00,,工业,0
301169.SZ,零点有数,北京零点有数数据科技股份有限公司,2021-11-03 00:00:00,,工业,0
301177.SZ,迪阿股份,迪阿股份有限公司,2021-12-15 00:00:00,,可选消费,0
301178.SZ,天亿马,广东天亿马信息产业股份有限公司,2021-11-12 00:00:00,,信息技术,0
301179.SZ,泽宇智能,江苏泽宇智能电力股份有限公司,2021-12-08 00:00:00,,工业,0
301180.SZ,万祥科技,苏州万祥科技股份有限公司,2021-11-16 00:00:00,,信息技术,0
301182.SZ,凯旺科技,河南凯旺电子科技股份有限公司,2021-12-23 00:00:00,,信息技术,0
301185.SZ,鸥玛软件,山东山大鸥玛软件股份有限公司,2021-11-19 00:00:00,,可选消费,0
301186.SZ,超达装备,南通超达装备股份有限公司,2021-12-23 00:00:00,,可选消费,0
301188.SZ,力诺特玻,山东力诺特种玻璃股份有限公司,2021-11-11 00:00:00,,材料,0
301189.SZ,奥尼电子,深圳奥尼电子股份有限公司,2021-12-28 00:00:00,,可选消费,0
301190.SZ,善水科技,九江善水科技股份有限公司,2021-12-24 00:00:00,,材料,0
301193.SZ,家联科技,宁波家联科技股份有限公司,2021-12-09 00:00:00,,可选消费,0
301198.SZ,喜悦智行,宁波喜悦智行科技股份有限公司,2021-12-02 00:00:00,,材料,0
301199.SZ,迈赫股份,迈赫机器人自动化股份有限公司,2021-12-07 00:00:00,,工业,0
301211.SZ,亨迪药业,湖北亨迪药业股份有限公司,2021-12-22 00:00:00,,医疗保健,0
301213.SZ,观想科技,四川观想科技股份有限公司,2021-12-06 00:00:00,,信息技术,0
301221.SZ,光庭信息,武汉光庭信息技术股份有限公司,2021-12-22 00:00:00,,信息技术,0
430047.BJ,诺思兰德,北京诺思兰德生物技术股份有限公司,2020-11-24 00:00:00,,医疗保健,0
430090.BJ,同辉信息,同辉佳视(北京)信息技术股份有限公司,2021-08-09 00:00:00,,信息技术,0
430198.BJ,微创光电,武汉微创光电股份有限公司,2020-07-27 00:00:00,,信息技术,0
430418.BJ,苏轴股份,苏州轴承厂股份有限公司,2020-07-27 00:00:00,,工业,0
430489.BJ,佳先股份,安徽佳先功能助剂股份有限公司,2020-07-27 00:00:00,,材料,0
430510.BJ,丰光精密,青岛丰光精密机械股份有限公司,2020-12-28 00:00:00,,工业,0
600000.SH,浦发银行,上海浦东发展银行股份有限公司,1999-11-10 00:00:00,,金融,0
600004.SH,白云机场,广州白云国际机场股份有限公司,2003-04-28 00:00:00,,工业,0
600006.SH,东风汽车,东风汽车股份有限公司,1999-07-27 00:00:00,,可选消费,0
600007.SH,中国国贸,中国国际贸易中心股份有限公司,1999-03-12 00:00:00,,房地产,0
600008.SH,首创环保,北京首创生态环保集团股份有限公司,2000-04-27 00:00:00,,公用事业,0
600009.SH,上海机场,上海国际机场股份有限公司,1998-02-18 00:00:00,,工业,0
600010.SH,包钢股份,内蒙古包钢钢联股份有限公司,2001-03-09 00:00:00,,材料,0
600011.SH,华能国际,华能国际电力股份有限公司,2001-12-06 00:00:00,,公用事业,0
600012.SH,皖通高速,安徽皖通高速公路股份有限公司,2003-01-07 00:00:00,,工业,0
600015.SH,华夏银行,华夏银行股份有限公司,2003-09-12 00:00:00,,金融,0
600016.SH,民生银行,中国民生银行股份有限公司,2000-12-19 00:00:00,,金融,0
600017.SH,日照港,日照港股份有限公司,2006-10-17 00:00:00,,工业,0
600018.SH,上港集团,上海国际港务(集团)股份有限公司,2006-10-26 00:00:00,,工业,0
600019.SH,宝钢股份,宝山钢铁股份有限公司,2000-12-12 00:00:00,,材料,0
600020.SH,中原高速,河南中原高速公路股份有限公司,2003-08-08 00:00:00,,工业,0
600021.SH,上海电力,上海电力股份有限公司,2003-10-29 00:00:00,,公用事业,0
600022.SH,山东钢铁,山东钢铁股份有限公司,2004-06-29 00:00:00,,材料,0
600023.SH,浙能电力,浙江浙能电力股份有限公司,2013-12-19 00:00:00,,公用事业,0
600025.SH,华能水电,华能澜沧江水电股份有限公司,2017-12-15 00:00:00,,公用事业,0
600026.SH,中远海能,中远海运能源运输股份有限公司,2002-05-23 00:00:00,,工业,0
600027.SH,华电国际,华电国际电力股份有限公司,2005-02-03 00:00:00,,公用事业,0
600028.SH,中国石化,中国石油化工股份有限公司,2001-08-08 00:00:00,,能源,0
600029.SH,南方航空,中国南方航空股份有限公司,2003-07-25 00:00:00,,工业,0
600030.SH,中信证券,中信证券股份有限公司,2003-01-06 00:00:00,,金融,0
600031.SH,三一重工,三一重工股份有限公司,2003-07-03 00:00:00,,工业,0
600032.SH,浙江新能,浙江省新能源投资集团股份有限公司,2021-05-25 00:00:00,,公用事业,0
600033.SH,福建高速,福建发展高速公路股份有限公司,2001-02-09 00:00:00,,工业,0
600035.SH,楚天高速,湖北楚天智能交通股份有限公司,2004-03-10 00:00:00,,工业,0
600036.SH,招商银行,招商银行股份有限公司,2002-04-09 00:00:00,,金融,0
600037.SH,歌华有线,北京歌华有线电视网络股份有限公司,2001-02-08 00:00:00,,可选消费,0
600038.SH,中直股份,中航直升机股份有限公司,2000-12-18 00:00:00,,工业,0
600039.SH,四川路桥,四川路桥建设集团股份有限公司,2003-03-25 00:00:00,,工业,0
600048.SH,保利发展,保利发展控股集团股份有限公司,2006-07-31 00:00:00,,房地产,0
600050.SH,中国联通,中国联合网络通信股份有限公司,2002-10-09 00:00:00,,电信服务,0
600051.SH,宁波联合,宁波联合集团股份有限公司,1997-04-10 00:00:00,,工业,0
600052.SH,东望时代,浙江东望时代科技股份有限公司,1997-04-15 00:00:00,,可选消费,0
600053.SH,九鼎投资,昆吾九鼎投资控股股份有限公司,1997-04-18 00:00:00,,金融,0
600054.SH,黄山旅游,黄山旅游发展股份有限公司,1997-05-06 00:00:00,,可选消费,0
600055.SH,万东医疗,北京万东医疗科技股份有限公司,1997-05-19 00:00:00,,医疗保健,0
600056.SH,中国医药,中国医药健康产业股份有限公司,1997-05-15 00:00:00,,医疗保健,0
600057.SH,厦门象屿,厦门象屿股份有限公司,1997-06-04 00:00:00,,工业,0
600058.SH,五矿发展,五矿发展股份有限公司,1997-05-28 00:00:00,,工业,0
600059.SH,古越龙山,浙江古越龙山绍兴酒股份有限公司,1997-05-16 00:00:00,,日常消费,0
600060.SH,海信视像,海信视像科技股份有限公司,1997-04-22 00:00:00,,可选消费,0
600061.SH,国投资本,国投资本股份有限公司,1997-05-19 00:00:00,,金融,0
600062.SH,华润双鹤,华润双鹤药业股份有限公司,1997-05-22 00:00:00,,医疗保健,0
600063.SH,皖维高新,安徽皖维高新材料股份有限公司,1997-05-28 00:00:00,,材料,0
600064.SH,南京高科,南京高科股份有限公司,1997-05-06 00:00:00,,房地产,0
600066.SH,宇通客车,宇通客车股份有限公司,1997-05-08 00:00:00,,可选消费,0
600067.SH,冠城大通,冠城大通股份有限公司,1997-05-08 00:00:00,,房地产,0
600070.SH,浙江富润,浙江富润数字科技股份有限公司,1997-06-04 00:00:00,,可选消费,0
600071.SH,凤凰光学,凤凰光学股份有限公司,1997-05-28 00:00:00,,信息技术,0
600072.SH,中船科技,中船科技股份有限公司,1997-06-03 00:00:00,,工业,0
600073.SH,上海梅林,上海梅林正广和股份有限公司,1997-07-04 00:00:00,,日常消费,0
600075.SH,新疆天业,新疆天业股份有限公司,1997-06-17 00:00:00,,材料,0
600076.SH,康欣新材,康欣新材料股份有限公司,1997-05-26 00:00:00,,材料,0
600077.SH,宋都股份,宋都基业投资股份有限公司,1997-05-20 00:00:00,,房地产,0
600078.SH,ST澄星,江苏澄星磷化工股份有限公司,1997-06-27 00:00:00,,材料,0
600079.SH,人福医药,人福医药集团股份公司,1997-06-06 00:00:00,,医疗保健,0
600080.SH,金花股份,金花企业(集团)股份有限公司,1997-06-12 00:00:00,,医疗保健,0
600081.SH,东风科技,东风电子科技股份有限公司,1997-07-03 00:00:00,,可选消费,0
600082.SH,海泰发展,天津海泰科技发展股份有限公司,1997-06-20 00:00:00,,工业,0
600083.SH,博信股份,江苏博信投资控股股份有限公司,1997-06-06 00:00:00,,可选消费,0
600084.SH,中葡股份,中信国安葡萄酒业股份有限公司,1997-07-11 00:00:00,,日常消费,0
600085.SH,同仁堂,北京同仁堂股份有限公司,1997-06-25 00:00:00,,医疗保健,0
600088.SH,中视传媒,中视传媒股份有限公司,1997-06-16 00:00:00,,可选消费,0
600089.SH,特变电工,特变电工股份有限公司,1997-06-18 00:00:00,,工业,0
600094.SH,大名城,上海大名城企业股份有限公司,1997-07-03 00:00:00,,房地产,0
600095.SH,湘财股份,湘财股份有限公司,1997-07-08 00:00:00,,金融,0
600096.SH,云天化,云南云天化股份有限公司,1997-07-09 00:00:00,,材料,0
600097.SH,开创国际,上海开创国际海洋资源股份有限公司,1997-06-19 00:00:00,,日常消费,0
600098.SH,广州发展,广州发展集团股份有限公司,1997-07-18 00:00:00,,公用事业,0
600099.SH,林海股份,林海股份有限公司,1997-07-04 00:00:00,,可选消费,0
600100.SH,同方股份,同方股份有限公司,1997-06-27 00:00:00,,信息技术,0
600101.SH,明星电力,四川明星电力股份有限公司,1997-06-27 00:00:00,,公用事业,0
600103.SH,青山纸业,福建省青山纸业股份有限公司,1997-07-03 00:00:00,,材料,0
600104.SH,上汽集团,上海汽车集团股份有限公司,1997-11-25 00:00:00,,可选消费,0
600105.SH,永鼎股份,江苏永鼎股份有限公司,1997-09-29 00:00:00,,信息技术,0
600106.SH,重庆路桥,重庆路桥股份有限公司,1997-06-18 00:00:00,,工业,0
600107.SH,美尔雅,湖北美尔雅股份有限公司,1997-11-06 00:00:00,,可选消费,0
600108.SH,亚盛集团,甘肃亚盛实业(集团)股份有限公司,1997-08-18 00:00:00,,日常消费,0
600109.SH,国金证券,国金证券股份有限公司,1997-08-07 00:00:00,,金融,0
600110.SH,诺德股份,诺德投资股份有限公司,1997-10-07 00:00:00,,材料,0
600111.SH,北方稀土,中国北方稀土(集团)高科技股份有限公司,1997-09-24 00:00:00,,材料,0
600112.SH,*ST天成,贵州长征天成控股股份有限公司,1997-11-27 00:00:00,,工业,0
600113.SH,浙江东日,浙江东日股份有限公司,1997-10-21 00:00:00,,工业,0
600114.SH,东睦股份,东睦新材料集团股份有限公司,2004-05-11 00:00:00,,工业,0
600115.SH,中国东航,中国东方航空股份有限公司,1997-11-05 00:00:00,,工业,0
600116.SH,三峡水利,重庆三峡水利电力(集团)股份有限公司,1997-08-04 00:00:00,,公用事业,0
600117.SH,西宁特钢,西宁特殊钢股份有限公司,1997-10-15 00:00:00,,材料,0
600118.SH,中国卫星,中国东方红卫星股份有限公司,1997-09-08 00:00:00,,工业,0
600119.SH,长江投资,长发集团长江投资实业股份有限公司,1998-01-15 00:00:00,,工业,0
600120.SH,浙江东方,浙江东方金融控股集团股份有限公司,1997-12-01 00:00:00,,金融,0
600121.SH,郑州煤电,郑州煤电股份有限公司,1998-01-07 00:00:00,,能源,0
600122.SH,ST宏图,江苏宏图高科技股份有限公司,1998-04-20 00:00:00,,可选消费,0
600123.SH,兰花科创,山西兰花科技创业股份有限公司,1998-12-17 00:00:00,,能源,0
600125.SH,铁龙物流,中铁铁龙集装箱物流股份有限公司,1998-05-11 00:00:00,,工业,0
600126.SH,杭钢股份,杭州钢铁股份有限公司,1998-03-11 00:00:00,,材料,0
600127.SH,金健米业,金健米业股份有限公司,1998-05-06 00:00:00,,日常消费,0
600128.SH,弘业股份,江苏弘业股份有限公司,1997-09-01 00:00:00,,可选消费,0
600129.SH,太极集团,重庆太极实业(集团)股份有限公司,1997-11-18 00:00:00,,医疗保健,0
600130.SH,波导股份,宁波波导股份有限公司,2000-07-06 00:00:00,,信息技术,0
600131.SH,国网信通,国网信息通信股份有限公司,1998-04-02 00:00:00,,信息技术,0
600132.SH,重庆啤酒,重庆啤酒股份有限公司,1997-10-30 00:00:00,,日常消费,0
600133.SH,东湖高新,武汉东湖高新集团股份有限公司,1998-02-12 00:00:00,,工业,0
600135.SH,乐凯胶片,乐凯胶片股份有限公司,1998-01-22 00:00:00,,材料,0
600136.SH,ST明诚,武汉当代明诚文化体育集团股份有限公司,1998-03-03 00:00:00,,可选消费,0
600137.SH,浪莎股份,四川浪莎控股股份有限公司,1998-04-16 00:00:00,,可选消费,0
600138.SH,中青旅,中青旅控股股份有限公司,1997-12-03 00:00:00,,可选消费,0
600139.SH,*ST西源,四川西部资源控股股份有限公司,1998-02-25 00:00:00,,金融,0
600141.SH,兴发集团,湖北兴发化工集团股份有限公司,1999-06-16 00:00:00,,材料,0
600143.SH,金发科技,金发科技股份有限公司,2004-06-23 00:00:00,,材料,0
600148.SH,长春一东,长春一东离合器股份有限公司,1998-05-20 00:00:00,,可选消费,0
600149.SH,廊坊发展,廊坊发展股份有限公司,1999-10-14 00:00:00,,公用事业,0
600150.SH,中国船舶,中国船舶工业股份有限公司,1998-05-20 00:00:00,,工业,0
600151.SH,航天机电,上海航天汽车机电股份有限公司,1998-06-05 00:00:00,,信息技术,0
600152.SH,维科技术,维科技术股份有限公司,1998-06-09 00:00:00,,工业,0
600153.SH,建发股份,厦门建发股份有限公司,1998-06-16 00:00:00,,工业,0
600155.SH,华创阳安,华创阳安股份有限公司,1998-09-18 00:00:00,,金融,0
600156.SH,华升股份,湖南华升股份有限公司,1998-05-27 00:00:00,,可选消费,0
600157.SH,永泰能源,永泰能源股份有限公司,1998-05-13 00:00:00,,公用事业,0
600158.SH,中体产业,中体产业集团股份有限公司,1998-03-27 00:00:00,,可选消费,0
600159.SH,大龙地产,北京市大龙伟业房地产开发股份有限公司,1998-05-26 00:00:00,,房地产,0
600160.SH,巨化股份,浙江巨化股份有限公司,1998-06-26 00:00:00,,材料,0
600161.SH,天坛生物,北京天坛生物制品股份有限公司,1998-06-16 00:00:00,,医疗保健,0
600162.SH,香江控股,深圳香江控股股份有限公司,1998-06-09 00:00:00,,房地产,0
600163.SH,中闽能源,中闽能源股份有限公司,1998-06-02 00:00:00,,公用事业,0
600165.SH,新日恒力,宁夏中科生物科技股份有限公司,1998-05-29 00:00:00,,材料,0
