AF_id_code,AF_id_name,AF_id_intro,AF_id_startdate,AF_id_year,AF_id_isfour,AF_id_iseight,AF_id_officeno,AF_id_cpano,AF_id_income,consecutive
91110108590676050Q,大华会计师事务所,"大华会计师事务所（特殊普通合伙）创立于1985年,是国内最具规模的大型会计师事务所之一,是国内首批获准从事H股上市审计资质的事务所,财政部大型会计师事务所集团化发展试点事务所。大华会计师事务所现有从业人员5000余名,拥有中国注册会计师资格者超过1200人,具有美国、英国和澳大利亚等国外发达国家注册会计师资格、能够提供国际业务服务的专业人员200余人;获得“中国注册会计师行业领军后备人才”称号的专家有16人,中国注册会计师协会资深会员50余人,另外还有业内外知名的各类杰出业务专家100余名,这些专家在财务会计、审计、税务、公司治理和战略管理咨询、内部控制、风险管理、全面预算管理、企业并购重组、IT审计和国际化业务等方面具有业内领先的水平。大华会计师事务所的业务范围包括审计鉴证、管理咨询、资产评估、工程咨询、税务服务等,服务对象主要为上市公司、大型国有企业、金融保险企业、外商投资企业等,常年审计客户10000余家,其中上市公司238家、中央企业20余家、省级企业集团300余家、外资企业500余家,涉及航空航天、金融保险、能源矿产、石油化工、电子科技、公共服务、房地产、交通运输、加工制造、仪表设备、快速消费品、酒店餐饮、商业百货、电子商务、农产品制造、旅游、医药、电信等多个行业领域,并多次接受政府部门和国际组织委托承担其他特殊目的专项审计。持专业化、多元化、国际化之道,专注为客户提供品质服务。",2012,2020,0,1,30,1679,2536744300,2
91110108590676050Q,大华会计师事务所,"大华会计师事务所（特殊普通合伙）创立于1985年,是国内最具规模的大型会计师事务所之一,是国内首批获准从事H股上市审计资质的事务所,财政部大型会计师事务所集团化发展试点事务所。大华会计师事务所现有从业人员5000余名,拥有中国注册会计师资格者超过1200人,具有美国、英国和澳大利亚等国外发达国家注册会计师资格、能够提供国际业务服务的专业人员200余人;获得“中国注册会计师行业领军后备人才”称号的专家有16人,中国注册会计师协会资深会员50余人,另外还有业内外知名的各类杰出业务专家100余名,这些专家在财务会计、审计、税务、公司治理和战略管理咨询、内部控制、风险管理、全面预算管理、企业并购重组、IT审计和国际化业务等方面具有业内领先的水平。大华会计师事务所的业务范围包括审计鉴证、管理咨询、资产评估、工程咨询、税务服务等,服务对象主要为上市公司、大型国有企业、金融保险企业、外商投资企业等,常年审计客户10000余家,其中上市公司238家、中央企业20余家、省级企业集团300余家、外资企业500余家,涉及航空航天、金融保险、能源矿产、石油化工、电子科技、公共服务、房地产、交通运输、加工制造、仪表设备、快速消费品、酒店餐饮、商业百货、电子商务、农产品制造、旅游、医药、电信等多个行业领域,并多次接受政府部门和国际组织委托承担其他特殊目的专项审计。持专业化、多元化、国际化之道,专注为客户提供品质服务。",2012,2021,0,1,31,1498,3098378900,2
913300005793421213,天健会计师事务所,天健会计师事务所管理有限公司于2008-12-30在东城分局登记成立。法定代表人陈箭深，公司经营范围包括企业管理；企业管理咨询；投资管理；投资咨询等。,2011,2018,0,1,15,1602,2215414300,0
913300005793421213,天健会计师事务所,天健会计师事务所管理有限公司于2008-12-30在东城分局登记成立。法定代表人陈箭深，公司经营范围包括企业管理；企业管理咨询；投资管理；投资咨询等。,2011,2019,0,1,14,1608,2471193100,1
913300005793421213,天健会计师事务所,天健会计师事务所管理有限公司于2008-12-30在东城分局登记成立。法定代表人陈箭深，公司经营范围包括企业管理；企业管理咨询；投资管理；投资咨询等。,2011,2020,0,1,14,1846,3050518700,2
913300005793421213,天健会计师事务所,天健会计师事务所管理有限公司于2008-12-30在东城分局登记成立。法定代表人陈箭深，公司经营范围包括企业管理；企业管理咨询；投资管理；投资咨询等。,2011,2021,0,1,14,1909,3500897500,2
911101080896649376,天圆全会计师事务所,天圆全会计师事务所(特殊普通合伙)，1984年6月创建于烟台，1994年取得证券期货业务从业资格，是国内从业历史最长、较早取得证券期货相关业务审计资质、服务功能完善的大型会计师事务所之一。财政部、证监会、税务审计等部门机关工作的领导，中注协、北注协领导以及经济界的学者专家多次莅临天圆全调研指导，他们的认可与勉励进一步夯实了天圆全的百年发展基业。在北京总部设有十六个审计业务部、质量监管部、培训部、信息技术部、业务发展部、人力资源部、财务部、行政部等部门以及九个专业委员会，共享与事务所业务相关的专业服务有资产评估、工程造价、管理咨询等。,2013,2018,0,0,9,287,133472800,0
911101080896649376,天圆全会计师事务所,天圆全会计师事务所(特殊普通合伙)，1984年6月创建于烟台，1994年取得证券期货业务从业资格，是国内从业历史最长、较早取得证券期货相关业务审计资质、服务功能完善的大型会计师事务所之一。财政部、证监会、税务审计等部门机关工作的领导，中注协、北注协领导以及经济界的学者专家多次莅临天圆全调研指导，他们的认可与勉励进一步夯实了天圆全的百年发展基业。在北京总部设有十六个审计业务部、质量监管部、培训部、信息技术部、业务发展部、人力资源部、财务部、行政部等部门以及九个专业委员会，共享与事务所业务相关的专业服务有资产评估、工程造价、管理咨询等。,2013,2019,0,0,10,288,149347500,1
911101080896649376,天圆全会计师事务所,天圆全会计师事务所(特殊普通合伙)，1984年6月创建于烟台，1994年取得证券期货业务从业资格，是国内从业历史最长、较早取得证券期货相关业务审计资质、服务功能完善的大型会计师事务所之一。财政部、证监会、税务审计等部门机关工作的领导，中注协、北注协领导以及经济界的学者专家多次莅临天圆全调研指导，他们的认可与勉励进一步夯实了天圆全的百年发展基业。在北京总部设有十六个审计业务部、质量监管部、培训部、信息技术部、业务发展部、人力资源部、财务部、行政部等部门以及九个专业委员会，共享与事务所业务相关的专业服务有资产评估、工程造价、管理咨询等。,2013,2020,0,0,9,270,143699500,2
911101080896649376,天圆全会计师事务所,天圆全会计师事务所(特殊普通合伙)，1984年6月创建于烟台，1994年取得证券期货业务从业资格，是国内从业历史最长、较早取得证券期货相关业务审计资质、服务功能完善的大型会计师事务所之一。财政部、证监会、税务审计等部门机关工作的领导，中注协、北注协领导以及经济界的学者专家多次莅临天圆全调研指导，他们的认可与勉励进一步夯实了天圆全的百年发展基业。在北京总部设有十六个审计业务部、质量监管部、培训部、信息技术部、业务发展部、人力资源部、财务部、行政部等部门以及九个专业委员会，共享与事务所业务相关的专业服务有资产评估、工程造价、管理咨询等。,2013,2021,0,0,9,194,162178000,2
911101085923425568,天职国际会计师事务所,天职国际会计师事务所有限公司(简称天职国际)是中国本土最早创办的会计师事务所之一。经过二十三年的卓越成长，天职国际已发展成为一家拥有从事证券、期货相关业务，国有特大型企业审计业务，金融相关审计业务，会计司法鉴定以及境外上市公司审计业务等执业资格的大型会计师事务所，在中国注册会计师协会公布的2010年度《会计师事务所综合评价前百家信息》中，天职国际位列第12位，在北京注册会计师协会最新公布的北京地区会计师事务所业务收入排名中，名列第7，已连续多年走在本土事务所前列。天职国际实行高度集中的一体化管理模式，在大陆地区分别设有上海分所、深圳分所、湖南分所、安徽分所、成都分所、云南分所、西安分所等15家分所，在香港地区设有天职(香港)会计师事务所有限公司，天职国际还是Baker Tilly International在中国地区的唯一成员所，拥有广泛的国际联系和资源网络。同时，基于管理体制和国际审计准则的要求，通过多年的实践与探索，天职国际在执业标准、专业规范、质量控制、风险控制以及事务所管理等制度方面形成了一整套科学规范的管理体系。,2012,2018,0,1,24,1127,1662135300,0
911101085923425568,天职国际会计师事务所,天职国际会计师事务所有限公司(简称天职国际)是中国本土最早创办的会计师事务所之一。经过二十三年的卓越成长，天职国际已发展成为一家拥有从事证券、期货相关业务，国有特大型企业审计业务，金融相关审计业务，会计司法鉴定以及境外上市公司审计业务等执业资格的大型会计师事务所，在中国注册会计师协会公布的2010年度《会计师事务所综合评价前百家信息》中，天职国际位列第12位，在北京注册会计师协会最新公布的北京地区会计师事务所业务收入排名中，名列第7，已连续多年走在本土事务所前列。天职国际实行高度集中的一体化管理模式，在大陆地区分别设有上海分所、深圳分所、湖南分所、安徽分所、成都分所、云南分所、西安分所等15家分所，在香港地区设有天职(香港)会计师事务所有限公司，天职国际还是Baker Tilly International在中国地区的唯一成员所，拥有广泛的国际联系和资源网络。同时，基于管理体制和国际审计准则的要求，通过多年的实践与探索，天职国际在执业标准、专业规范、质量控制、风险控制以及事务所管理等制度方面形成了一整套科学规范的管理体系。,2012,2019,0,1,24,1202,1996686800,1
911101085923425568,天职国际会计师事务所,天职国际会计师事务所有限公司(简称天职国际)是中国本土最早创办的会计师事务所之一。经过二十三年的卓越成长，天职国际已发展成为一家拥有从事证券、期货相关业务，国有特大型企业审计业务，金融相关审计业务，会计司法鉴定以及境外上市公司审计业务等执业资格的大型会计师事务所，在中国注册会计师协会公布的2010年度《会计师事务所综合评价前百家信息》中，天职国际位列第12位，在北京注册会计师协会最新公布的北京地区会计师事务所业务收入排名中，名列第7，已连续多年走在本土事务所前列。天职国际实行高度集中的一体化管理模式，在大陆地区分别设有上海分所、深圳分所、湖南分所、安徽分所、成都分所、云南分所、西安分所等15家分所，在香港地区设有天职(香港)会计师事务所有限公司，天职国际还是Baker Tilly International在中国地区的唯一成员所，拥有广泛的国际联系和资源网络。同时，基于管理体制和国际审计准则的要求，通过多年的实践与探索，天职国际在执业标准、专业规范、质量控制、风险控制以及事务所管理等制度方面形成了一整套科学规范的管理体系。,2012,2020,0,1,24,1254,2227723200,2
911101085923425568,天职国际会计师事务所,天职国际会计师事务所有限公司(简称天职国际)是中国本土最早创办的会计师事务所之一。经过二十三年的卓越成长，天职国际已发展成为一家拥有从事证券、期货相关业务，国有特大型企业审计业务，金融相关审计业务，会计司法鉴定以及境外上市公司审计业务等执业资格的大型会计师事务所，在中国注册会计师协会公布的2010年度《会计师事务所综合评价前百家信息》中，天职国际位列第12位，在北京注册会计师协会最新公布的北京地区会计师事务所业务收入排名中，名列第7，已连续多年走在本土事务所前列。天职国际实行高度集中的一体化管理模式，在大陆地区分别设有上海分所、深圳分所、湖南分所、安徽分所、成都分所、云南分所、西安分所等15家分所，在香港地区设有天职(香港)会计师事务所有限公司，天职国际还是Baker Tilly International在中国地区的唯一成员所，拥有广泛的国际联系和资源网络。同时，基于管理体制和国际审计准则的要求，通过多年的实践与探索，天职国际在执业标准、专业规范、质量控制、风险控制以及事务所管理等制度方面形成了一整套科学规范的管理体系。,2012,2021,0,1,24,943,2771222700,2
913200000831585821,天衡会计师事务所,"天衡会计师事务所（特殊普通合伙）始建于1985年10月，经过近30年发展，分所遍及北京、深圳、上海及江苏各地，注册会计师人数超过300，员工人数超过1000，业务立足江苏，辐射全国，延伸海外。 天衡是国内最早从事首次公开发行并上市审计服务的专业服务团队之一，于1993年首批取得财政部和证监会颁发的证券、期货相关业务许可证。在长期从事公司股份制改制、资产重组方案策划及股票发行、上市审计服务过程中，积累了丰富的经验，先后成功为60家省内外企业提供首发上市审计服务,包括华泰证券、苏宁云商、金陵饭店、扬子石化等企业。",2013,2018,0,0,15,336,408548000,0
913200000831585821,天衡会计师事务所,"天衡会计师事务所（特殊普通合伙）始建于1985年10月，经过近30年发展，分所遍及北京、深圳、上海及江苏各地，注册会计师人数超过300，员工人数超过1000，业务立足江苏，辐射全国，延伸海外。 天衡是国内最早从事首次公开发行并上市审计服务的专业服务团队之一，于1993年首批取得财政部和证监会颁发的证券、期货相关业务许可证。在长期从事公司股份制改制、资产重组方案策划及股票发行、上市审计服务过程中，积累了丰富的经验，先后成功为60家省内外企业提供首发上市审计服务,包括华泰证券、苏宁云商、金陵饭店、扬子石化等企业。",2013,2019,0,0,15,362,456260100,1
913200000831585821,天衡会计师事务所,"天衡会计师事务所（特殊普通合伙）始建于1985年10月，经过近30年发展，分所遍及北京、深圳、上海及江苏各地，注册会计师人数超过300，员工人数超过1000，业务立足江苏，辐射全国，延伸海外。 天衡是国内最早从事首次公开发行并上市审计服务的专业服务团队之一，于1993年首批取得财政部和证监会颁发的证券、期货相关业务许可证。在长期从事公司股份制改制、资产重组方案策划及股票发行、上市审计服务过程中，积累了丰富的经验，先后成功为60家省内外企业提供首发上市审计服务,包括华泰证券、苏宁云商、金陵饭店、扬子石化等企业。",2013,2020,0,0,16,361,521499700,2
913200000831585821,天衡会计师事务所,"天衡会计师事务所（特殊普通合伙）始建于1985年10月，经过近30年发展，分所遍及北京、深圳、上海及江苏各地，注册会计师人数超过300，员工人数超过1000，业务立足江苏，辐射全国，延伸海外。 天衡是国内最早从事首次公开发行并上市审计服务的专业服务团队之一，于1993年首批取得财政部和证监会颁发的证券、期货相关业务许可证。在长期从事公司股份制改制、资产重组方案策划及股票发行、上市审计服务过程中，积累了丰富的经验，先后成功为60家省内外企业提供首发上市审计服务,包括华泰证券、苏宁云商、金陵饭店、扬子石化等企业。",2013,2021,0,0,17,379,656228400,2
91110000051421390A,安永华明会计师事务所,安永华明会计师事务所(特殊普通合伙)成立于2012年08月01日，经营范围包括审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2012,2018,1,0,17,1167,3895837300,0
91110000051421390A,安永华明会计师事务所,安永华明会计师事务所(特殊普通合伙)成立于2012年08月01日，经营范围包括审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2012,2019,1,0,19,1471,4374644600,1
91110000051421390A,安永华明会计师事务所,安永华明会计师事务所(特殊普通合伙)成立于2012年08月01日，经营范围包括审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2012,2020,1,0,20,1645,4760089100,2
91110000051421390A,安永华明会计师事务所,安永华明会计师事务所(特殊普通合伙)成立于2012年08月01日，经营范围包括审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2012,2021,1,0,22,1604,5490411300,2
911101020854927874,容诚会计师事务所,容诚会计师事务所（原华普天健会计师事务所，以下简称“华普天健”）系2008年由原安徽华普会计师事务所与辽宁天健会计师事务所合并成立的一家专业化、制度化、国际化的大型会计师事务所，具有证券期货相关业务审计资格、金融相关审计业务资格、特大型国有企业审计资格、军工涉密业务咨询服务审计资格等，是全球综合排名第13位的克瑞斯顿（Kreston）国际会计公司成员单位，业务涉及股票发行与上市、公司改制、企业重组、资本运作、财务咨询、管理咨询、税务咨询等领域。,2013,2018,0,0,10,485,699040300,0
911101020854927874,容诚会计师事务所,容诚会计师事务所（原华普天健会计师事务所，以下简称“华普天健”）系2008年由原安徽华普会计师事务所与辽宁天健会计师事务所合并成立的一家专业化、制度化、国际化的大型会计师事务所，具有证券期货相关业务审计资格、金融相关审计业务资格、特大型国有企业审计资格、军工涉密业务咨询服务审计资格等，是全球综合排名第13位的克瑞斯顿（Kreston）国际会计公司成员单位，业务涉及股票发行与上市、公司改制、企业重组、资本运作、财务咨询、管理咨询、税务咨询等领域。,2013,2019,0,0,15,860,1057721300,1
911101020854927874,容诚会计师事务所,容诚会计师事务所（原华普天健会计师事务所，以下简称“华普天健”）系2008年由原安徽华普会计师事务所与辽宁天健会计师事务所合并成立的一家专业化、制度化、国际化的大型会计师事务所，具有证券期货相关业务审计资格、金融相关审计业务资格、特大型国有企业审计资格、军工涉密业务咨询服务审计资格等，是全球综合排名第13位的克瑞斯顿（Kreston）国际会计公司成员单位，业务涉及股票发行与上市、公司改制、企业重组、资本运作、财务咨询、管理咨询、税务咨询等领域。,2013,2020,0,0,15,1018,1875787300,2
911101020854927874,容诚会计师事务所,容诚会计师事务所（原华普天健会计师事务所，以下简称“华普天健”）系2008年由原安徽华普会计师事务所与辽宁天健会计师事务所合并成立的一家专业化、制度化、国际化的大型会计师事务所，具有证券期货相关业务审计资格、金融相关审计业务资格、特大型国有企业审计资格、军工涉密业务咨询服务审计资格等，是全球综合排名第13位的克瑞斯顿（Kreston）国际会计公司成员单位，业务涉及股票发行与上市、公司改制、企业重组、资本运作、财务咨询、管理咨询、税务咨询等领域。,2013,2021,0,1,16,1134,2339527200,2
91370200MA3TGAB979,尤尼泰振青会计师事务所,尤尼泰振青会计师事务所（特殊普通合伙），IAPA执业会计师国际联盟成员所，前身为青岛市税务局于1994年组建的振青会计师事务所，1999年底脱钩改制为振青会计师事务所有限公司，2017年整合尤尼泰税务集团会计资源，更名为尤尼泰振青会计师事务所有限公司，2020年转制为特殊普通合伙制会计师事务所。事务所在全国设有20多家分所，拥有员工五百多名，注册会计师近二百名，中、高级以上技术职称人员占员工总数95%以上。2004年以来，事务所进入财政部、中注协的全国百强所之列，多次荣获“山东省先进会计师事务所”、“山东省注册会计师行业先进党组织”等荣誉称号，并入选最高人民法院司法鉴定和破产管理人名录，进入证监会首批46家从事证券服务业务会计师事务所备案名单。转制后的事务所已实现了一体化管理，专业素养和执业能力不断提升，不仅能够为上市公司、金融保险企业和大型国有企业提供各类审计服务，还可为中国企业境外投资和外商企业境内投资提供全球一体化经济鉴证类服务。事务所愿以诚信为本、操守为重的执业理念，为客户提供各类经济鉴证服务。事务所的服务宗旨永远是以客户为上，恪守独立、客观、公正的执业原则，为社会的进步和企业,2020,2021,0,0,21,183,88438200,0
9161013607340169X2,希格玛会计师事务所,"希格玛会计师事务所（特殊普通合伙）是全国最早成立的八家会计师事务所之一,事务所机构健全、管理规范、资质齐备,以雄厚的综合实力位于中国百强会计师事务所之列。 希格玛所注册地中国西安,在北京、甘肃、宁夏、新疆、四川、河南、厦门和陕西宝鸡等地设有分所,在北京设有管理总部。希格玛所具有证券期货相关业务资格、工程造价咨询甲级资格、招投标代理甲级资格,是国务院国资委监事会常年聘请的特别技术助理单位。事务所秉承“诚信、严谨、求实”的职业精神,恪守“独立、客观、公正”的执业原则,依靠科学的管理和雄厚的人才优势,提供各类专业服务,特别是在企业重组、改制上市、管理咨询、工程造价咨询和税务筹划等方面具有丰富的实践经验。",2013,2018,0,0,10,303,361995100,0
9161013607340169X2,希格玛会计师事务所,"希格玛会计师事务所（特殊普通合伙）是全国最早成立的八家会计师事务所之一,事务所机构健全、管理规范、资质齐备,以雄厚的综合实力位于中国百强会计师事务所之列。 希格玛所注册地中国西安,在北京、甘肃、宁夏、新疆、四川、河南、厦门和陕西宝鸡等地设有分所,在北京设有管理总部。希格玛所具有证券期货相关业务资格、工程造价咨询甲级资格、招投标代理甲级资格,是国务院国资委监事会常年聘请的特别技术助理单位。事务所秉承“诚信、严谨、求实”的职业精神,恪守“独立、客观、公正”的执业原则,依靠科学的管理和雄厚的人才优势,提供各类专业服务,特别是在企业重组、改制上市、管理咨询、工程造价咨询和税务筹划等方面具有丰富的实践经验。",2013,2019,0,0,11,303,401777000,1
9161013607340169X2,希格玛会计师事务所,"希格玛会计师事务所（特殊普通合伙）是全国最早成立的八家会计师事务所之一,事务所机构健全、管理规范、资质齐备,以雄厚的综合实力位于中国百强会计师事务所之列。 希格玛所注册地中国西安,在北京、甘肃、宁夏、新疆、四川、河南、厦门和陕西宝鸡等地设有分所,在北京设有管理总部。希格玛所具有证券期货相关业务资格、工程造价咨询甲级资格、招投标代理甲级资格,是国务院国资委监事会常年聘请的特别技术助理单位。事务所秉承“诚信、严谨、求实”的职业精神,恪守“独立、客观、公正”的执业原则,依靠科学的管理和雄厚的人才优势,提供各类专业服务,特别是在企业重组、改制上市、管理咨询、工程造价咨询和税务筹划等方面具有丰富的实践经验。",2013,2020,0,0,11,260,431397600,2
9161013607340169X2,希格玛会计师事务所,"希格玛会计师事务所（特殊普通合伙）是全国最早成立的八家会计师事务所之一,事务所机构健全、管理规范、资质齐备,以雄厚的综合实力位于中国百强会计师事务所之列。 希格玛所注册地中国西安,在北京、甘肃、宁夏、新疆、四川、河南、厦门和陕西宝鸡等地设有分所,在北京设有管理总部。希格玛所具有证券期货相关业务资格、工程造价咨询甲级资格、招投标代理甲级资格,是国务院国资委监事会常年聘请的特别技术助理单位。事务所秉承“诚信、严谨、求实”的职业精神,恪守“独立、客观、公正”的执业原则,依靠科学的管理和雄厚的人才优势,提供各类专业服务,特别是在企业重组、改制上市、管理咨询、工程造价咨询和税务筹划等方面具有丰富的实践经验。",2013,2021,0,0,11,244,453946900,2
91440101MA9W5LMK0P,亨安会计师事务所,"广东亨安会计师事务所（普通合伙）成立于2021年3月，已向财政部及证监会提交证券业务备案申请。审计团队常年从事IPO申报审计、上市公司年报审计、并购重组审计、新三板公司审计等证券业务，在制造业、批发和零售贸易业、信息技术业、建筑业、电力、社会服务业、交通运输、仓储业等行业有丰富的审计经验，能全方位为客户提供高效、专业的服务。亨安所秉着“独立、客观、公正”的企业精神，致力于深耕专业领域，铸造行业精英，为规范财务审计秩序,促进注册会计师行业健康发展提供全力支持。",2021,2021,0,0,,,,0
91440101MA9W0YP8X3,广东司农会计师事务所,广东司农会计师事务所（特殊普通合伙），成立于2020-11-25，法定代表人为李建业，经营状态为在业，经营范围包括企业管理咨询;财务咨询;资产评估;代理记账;从事会计师事务所其他法定规定的业务。,2020,2018,0,0,0,,,0
91440101MA9W0YP8X3,广东司农会计师事务所,广东司农会计师事务所（特殊普通合伙），成立于2020-11-25，法定代表人为李建业，经营状态为在业，经营范围包括企业管理咨询;财务咨询;资产评估;代理记账;从事会计师事务所其他法定规定的业务。,2020,2019,0,0,0,,,1
91440101MA9W0YP8X3,广东司农会计师事务所,广东司农会计师事务所（特殊普通合伙），成立于2020-11-25，法定代表人为李建业，经营状态为在业，经营范围包括企业管理咨询;财务咨询;资产评估;代理记账;从事会计师事务所其他法定规定的业务。,2020,2020,0,0,0,70,,2
91440101MA9W0YP8X3,广东司农会计师事务所,广东司农会计师事务所（特殊普通合伙），成立于2020-11-25，法定代表人为李建业，经营状态为在业，经营范围包括企业管理咨询;财务咨询;资产评估;代理记账;从事会计师事务所其他法定规定的业务。,2020,2021,0,0,,,,2
914401010827260072,广东正中珠江会计师事务所,广东正中珠江会计师事务所（特殊普通合伙）（以下简称“正中珠江”）是总部设立在广州市的具有证券期货相关业务资格的会计师事务所，是广东省最具规模的专业服务机构，名列广东省行业前茅。,2013,2018,0,0,4,260,475080800,0
914401010827260072,广东正中珠江会计师事务所,广东正中珠江会计师事务所（特殊普通合伙）（以下简称“正中珠江”）是总部设立在广州市的具有证券期货相关业务资格的会计师事务所，是广东省最具规模的专业服务机构，名列广东省行业前茅。,2013,2019,0,0,4,242,438764100.00000006,1
914401010827260072,广东正中珠江会计师事务所,广东正中珠江会计师事务所（特殊普通合伙）（以下简称“正中珠江”）是总部设立在广州市的具有证券期货相关业务资格的会计师事务所，是广东省最具规模的专业服务机构，名列广东省行业前茅。,2013,2020,0,0,4,100,176430800.00000003,2
91500103MA614NHH0G,康华会计师事务所,重庆康华会计师事务所（以下简称“重庆康华”）是在原重庆审计事务所脱钩改制基础上成立的特殊普通合伙会计师事务所（原重庆审计事务所成立于1985年6月，隶属于重庆市审计局）。 重庆康华集近40年专业服务之经验，主要为包括上市公司在内的客户提供审计鉴证、资本市场服务、财务咨询、破产清算、司法鉴定等专业服务，并在为政府和国有企业提供专项审计服务方面形成了自己的特色。 发展至今，重庆康华现有合伙份额1000万元，自购办公场所3000多平方米，有专职从业人员230余人，注册会计师近100人。目前在重庆南川、长寿、丰都、万州以及四川成都设立了五个分所。 多年来，重庆康华外塑形象、内强管理，在内涵式发展道路上稳步前行。先后取得质量管理体系认证、环境管理体系认证、职业健康安全管理体系认证等多项管理体系认证，不断提升内部治理；始终秉承“质量第一、信誉第一、服务第一”的执业宗旨，恪守职业道德规范，努力把社会经济鉴证机构的监督职能与为客户服务有机结合起来，通过诚信执业和优质服务，铸造“重庆康华”专业品牌。多次荣获中注协授予的“全国先进会计师事务所党组织”、“五四红旗团支部”、重庆市委市政府授予的“优秀民营企业,2020,2021,0,0,5,88,80047700,0
9131000005587870XB,德勤华永会计师事务所,"德勤是中国大陆及港澳地区居领导地位的专业服务机构之一，共拥有逾4,500名员工，分布在北京、大连、广州、香港、澳门、南京、上海、深圳、苏州和天津，以全球网络为支持，为国内企业、跨国公司以及高成长的企业提供全面的审计、税务、企业管理咨询和财务咨询服务。2013年，德勤华永会计师事务所有限公司已完成特殊普通合伙会计师事务所转制工作，成立德勤华永会计师事务所（特殊普通合伙）。",2012,2018,1,0,13,1013,4466542400,0
9131000005587870XB,德勤华永会计师事务所,"德勤是中国大陆及港澳地区居领导地位的专业服务机构之一，共拥有逾4,500名员工，分布在北京、大连、广州、香港、澳门、南京、上海、深圳、苏州和天津，以全球网络为支持，为国内企业、跨国公司以及高成长的企业提供全面的审计、税务、企业管理咨询和财务咨询服务。2013年，德勤华永会计师事务所有限公司已完成特殊普通合伙会计师事务所转制工作，成立德勤华永会计师事务所（特殊普通合伙）。",2012,2019,1,0,14,1216,4101819800,1
9131000005587870XB,德勤华永会计师事务所,"德勤是中国大陆及港澳地区居领导地位的专业服务机构之一，共拥有逾4,500名员工，分布在北京、大连、广州、香港、澳门、南京、上海、深圳、苏州和天津，以全球网络为支持，为国内企业、跨国公司以及高成长的企业提供全面的审计、税务、企业管理咨询和财务咨询服务。2013年，德勤华永会计师事务所有限公司已完成特殊普通合伙会计师事务所转制工作，成立德勤华永会计师事务所（特殊普通合伙）。",2012,2020,1,0,14,1239,3978587500,2
9131000005587870XB,德勤华永会计师事务所,"德勤是中国大陆及港澳地区居领导地位的专业服务机构之一，共拥有逾4,500名员工，分布在北京、大连、广州、香港、澳门、南京、上海、深圳、苏州和天津，以全球网络为支持，为国内企业、跨国公司以及高成长的企业提供全面的审计、税务、企业管理咨询和财务咨询服务。2013年，德勤华永会计师事务所有限公司已完成特殊普通合伙会计师事务所转制工作，成立德勤华永会计师事务所（特殊普通合伙）。",2012,2021,1,0,15,1139,4159200000,2
913100000609134343,普华永道中天会计师事务所,普华永道中天会计师事务所（特殊普通合伙）于2013年1月18日完成改制，公司的主营业务有审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2013,2018,1,0,22,1153,5172282300,0
913100000609134343,普华永道中天会计师事务所,普华永道中天会计师事务所（特殊普通合伙）于2013年1月18日完成改制，公司的主营业务有审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2013,2019,1,0,23,1279,5646392700,1
913100000609134343,普华永道中天会计师事务所,普华永道中天会计师事务所（特殊普通合伙）于2013年1月18日完成改制，公司的主营业务有审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2013,2020,1,0,23,1390,6115043100,2
913100000609134343,普华永道中天会计师事务所,普华永道中天会计师事务所（特殊普通合伙）于2013年1月18日完成改制，公司的主营业务有审查企业会计报表，出具审计报告；验证企业资本，出具验资报告；办理企业合并、分立、清算事宜中的审计业务，出具有关报告；基本建设年度财务决算审计；代理记账；会计咨询、税务咨询、管理咨询、会计培训；法律、法规规定的其他业务。,2013,2021,1,0,23,1445,6825432000,2
